,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note
173,2020-03-03T18:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,1.0,0.0,1.0,12.0,13.0,4.0,4.0,0.0,0.0,13.0,354.0,,
174,2020-03-03T18:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,10.0,0.0,10.0,1.0,11.0,7.0,7.0,3.0,0.0,14.0,877.0,,
175,2020-03-03T18:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,12.0,2.0,14.0,5.0,19.0,1.0,2.0,4.0,1.0,24.0,121.0,,
176,2020-03-03T18:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,698.0,167.0,865.0,461.0,1326.0,249.0,266.0,139.0,55.0,1520.0,9577.0,,
177,2020-03-03T18:00:00,ITA,11.0,Marche,43.61675973,13.5188753,27.0,13.0,40.0,19.0,59.0,25.0,26.0,0.0,2.0,61.0,200.0,,
178,2020-03-03T18:00:00,ITA,14.0,Molise,41.55774754,14.65916051,3.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,13.0,,
181,2020-03-03T18:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,13.0,3.0,16.0,40.0,56.0,5.0,5.0,0.0,0.0,56.0,458.0,,
182,2020-03-03T18:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,2.0,0.0,2.0,4.0,6.0,2.0,2.0,0.0,0.0,6.0,298.0,,
183,2020-03-03T18:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0,,
184,2020-03-03T18:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,2.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,7.0,307.0,,
185,2020-03-03T18:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,10.0,0.0,10.0,8.0,18.0,6.0,6.0,1.0,0.0,19.0,697.0,,
186,2020-03-03T18:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,1.0,1.0,2.0,6.0,8.0,6.0,6.0,0.0,0.0,8.0,45.0,,
187,2020-03-03T18:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,
188,2020-03-03T18:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,49.0,19.0,68.0,229.0,297.0,26.0,34.0,7.0,3.0,307.0,10176.0,,
189,2020-03-04T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,7.0,0.0,7.0,0.0,7.0,1.0,1.0,0.0,0.0,7.0,85.0,,
190,2020-03-04T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,48.0,,
191,2020-03-04T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,46.0,,
192,2020-03-04T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,11.0,0.0,11.0,20.0,31.0,1.0,1.0,0.0,0.0,31.0,429.0,,
193,2020-03-04T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,256.0,26.0,282.0,234.0,516.0,118.0,124.0,6.0,22.0,544.0,2500.0,,
194,2020-03-04T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,3.0,0.0,3.0,15.0,18.0,5.0,5.0,0.0,0.0,18.0,376.0,,
195,2020-03-04T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,15.0,3.0,18.0,9.0,27.0,16.0,16.0,3.0,0.0,30.0,995.0,,
196,2020-03-04T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,10.0,3.0,13.0,8.0,21.0,2.0,2.0,4.0,1.0,26.0,133.0,,
197,2020-03-04T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,877.0,209.0,1086.0,411.0,1497.0,171.0,300.0,250.0,73.0,1820.0,12138.0,,
198,2020-03-04T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,34.0,15.0,49.0,31.0,80.0,21.0,23.0,0.0,4.0,84.0,288.0,,
199,2020-03-04T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,19.0,,
202,2020-03-04T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,26.0,13.0,39.0,43.0,82.0,26.0,26.0,0.0,0.0,82.0,543.0,,
203,2020-03-04T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,4.0,0.0,4.0,3.0,7.0,1.0,3.0,1.0,1.0,9.0,322.0,,
204,2020-03-04T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,42.0,,
205,2020-03-04T17:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,5.0,0.0,5.0,11.0,16.0,11.0,11.0,2.0,0.0,18.0,367.0,,
206,2020-03-04T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,15.0,2.0,17.0,20.0,37.0,19.0,19.0,1.0,0.0,38.0,776.0,,
207,2020-03-04T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,1.0,1.0,2.0,7.0,9.0,1.0,1.0,0.0,0.0,9.0,58.0,,
208,2020-03-04T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,
209,2020-03-04T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,76.0,23.0,99.0,246.0,345.0,48.0,53.0,9.0,6.0,360.0,10515.0,,
210,2020-03-05T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,8.0,0.0,8.0,0.0,8.0,1.0,1.0,0.0,0.0,8.0,96.0,,
211,2020-03-05T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,,
212,2020-03-05T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,53.0,,
213,2020-03-05T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,12.0,0.0,12.0,33.0,45.0,14.0,14.0,0.0,0.0,45.0,471.0,,
214,2020-03-05T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,327.0,32.0,359.0,299.0,658.0,142.0,154.0,10.0,30.0,698.0,2884.0,,
215,2020-03-05T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,4.0,0.0,4.0,17.0,21.0,3.0,3.0,0.0,0.0,21.0,397.0,,
216,2020-03-05T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,20.0,7.0,27.0,14.0,41.0,14.0,14.0,3.0,0.0,44.0,1175.0,,
217,2020-03-05T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,11.0,3.0,14.0,7.0,21.0,0.0,2.0,4.0,3.0,28.0,146.0,,
218,2020-03-05T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,1169.0,244.0,1413.0,364.0,1777.0,280.0,431.0,376.0,98.0,2251.0,12354.0,,
219,2020-03-05T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,57.0,19.0,76.0,44.0,120.0,40.0,40.0,0.0,4.0,124.0,413.0,,
220,2020-03-05T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,4.0,0.0,4.0,3.0,7.0,4.0,4.0,0.0,0.0,7.0,24.0,,
223,2020-03-05T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,43.0,17.0,60.0,46.0,106.0,24.0,26.0,0.0,2.0,108.0,543.0,,
224,2020-03-05T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,5.0,1.0,6.0,6.0,12.0,5.0,5.0,1.0,1.0,14.0,359.0,,
225,2020-03-05T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,50.0,,
226,2020-03-05T17:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,5.0,0.0,5.0,11.0,16.0,0.0,0.0,2.0,0.0,18.0,367.0,,
227,2020-03-05T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,26.0,3.0,29.0,31.0,60.0,23.0,23.0,1.0,0.0,61.0,776.0,,
228,2020-03-05T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,1.0,1.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,9.0,88.0,,
229,2020-03-05T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,21.0,,
230,2020-03-05T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,92.0,24.0,116.0,264.0,380.0,35.0,47.0,17.0,10.0,407.0,11949.0,,
231,2020-03-06T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,9.0,0.0,9.0,0.0,9.0,1.0,1.0,0.0,0.0,9.0,96.0,,
232,2020-03-06T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,1.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,63.0,,
233,2020-03-06T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,2.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,4.0,99.0,,
234,2020-03-06T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,12.0,0.0,12.0,45.0,57.0,12.0,12.0,0.0,0.0,57.0,471.0,,
235,2020-03-06T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,397.0,53.0,450.0,366.0,816.0,158.0,172.0,17.0,37.0,870.0,3136.0,,
236,2020-03-06T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,4.0,0.0,4.0,24.0,28.0,7.0,10.0,3.0,0.0,31.0,577.0,,
237,2020-03-06T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,26.0,8.0,34.0,16.0,50.0,9.0,10.0,3.0,1.0,54.0,1373.0,,
238,2020-03-06T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,12.0,5.0,17.0,7.0,24.0,3.0,4.0,5.0,3.0,32.0,229.0,,
239,2020-03-06T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,1622.0,309.0,1931.0,77.0,2008.0,231.0,361.0,469.0,135.0,2612.0,13556.0,,
240,2020-03-06T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,73.0,20.0,93.0,62.0,155.0,35.0,35.0,0.0,4.0,159.0,585.0,,
241,2020-03-06T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,3.0,2.0,5.0,7.0,12.0,5.0,5.0,0.0,0.0,12.0,104.0,,
244,2020-03-06T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,57.0,30.0,87.0,52.0,139.0,33.0,35.0,0.0,4.0,143.0,793.0,,
245,2020-03-06T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,5.0,1.0,6.0,9.0,15.0,3.0,3.0,1.0,1.0,17.0,395.0,,
246,2020-03-06T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,2.0,0.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0,5.0,99.0,,
247,2020-03-06T17:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,7.0,0.0,7.0,15.0,22.0,6.0,6.0,2.0,0.0,24.0,367.0,,
248,2020-03-06T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,35.0,5.0,40.0,38.0,78.0,18.0,18.0,1.0,0.0,79.0,1097.0,,
249,2020-03-06T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,2.0,2.0,4.0,12.0,16.0,7.0,7.0,0.0,0.0,16.0,110.0,,
250,2020-03-06T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,0.0,0.0,0.0,7.0,7.0,5.0,5.0,0.0,0.0,7.0,28.0,,
251,2020-03-06T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,117.0,27.0,144.0,310.0,454.0,74.0,81.0,22.0,12.0,488.0,13023.0,,
252,2020-03-07T18:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,11.0,0.0,11.0,0.0,11.0,2.0,2.0,0.0,0.0,11.0,123.0,,
253,2020-03-07T18:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,75.0,,
254,2020-03-07T18:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,113.0,,
255,2020-03-07T18:00:00,ITA,15.0,Campania,40.83956555,14.25084984,16.0,0.0,16.0,45.0,61.0,4.0,4.0,0.0,0.0,61.0,612.0,,
256,2020-03-07T18:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,464.0,64.0,528.0,409.0,937.0,121.0,140.0,25.0,48.0,1010.0,3604.0,,
257,2020-03-07T18:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,7.0,1.0,8.0,31.0,39.0,11.0,11.0,3.0,0.0,42.0,577.0,,
258,2020-03-07T18:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,43.0,8.0,51.0,21.0,72.0,22.0,22.0,3.0,1.0,76.0,1582.0,,
259,2020-03-07T18:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,26.0,6.0,32.0,10.0,42.0,18.0,19.0,5.0,4.0,51.0,331.0,,
260,2020-03-07T18:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,1661.0,359.0,2020.0,722.0,2742.0,734.0,808.0,524.0,154.0,3420.0,15778.0,,pd-IT-0002
261,2020-03-07T18:00:00,ITA,11.0,Marche,43.61675973,13.5188753,94.0,36.0,130.0,71.0,201.0,46.0,48.0,0.0,6.0,207.0,816.0,,
262,2020-03-07T18:00:00,ITA,14.0,Molise,41.55774754,14.65916051,3.0,2.0,5.0,9.0,14.0,2.0,2.0,0.0,0.0,14.0,112.0,,
265,2020-03-07T18:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,110.0,38.0,148.0,54.0,202.0,63.0,64.0,0.0,5.0,207.0,1046.0,,
266,2020-03-07T18:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,9.0,2.0,11.0,12.0,23.0,8.0,9.0,1.0,2.0,26.0,395.0,,
267,2020-03-07T18:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,2.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,99.0,,
268,2020-03-07T18:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,8.0,0.0,8.0,25.0,33.0,11.0,11.0,2.0,0.0,35.0,643.0,,
269,2020-03-07T18:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,54.0,7.0,61.0,51.0,112.0,34.0,34.0,1.0,0.0,113.0,1331.0,,
270,2020-03-07T18:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,2.0,2.0,4.0,20.0,24.0,8.0,8.0,0.0,0.0,24.0,134.0,,
271,2020-03-07T18:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,1.0,0.0,1.0,7.0,8.0,1.0,1.0,0.0,0.0,8.0,32.0,,
272,2020-03-07T18:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,123.0,41.0,164.0,341.0,505.0,51.0,55.0,25.0,13.0,543.0,14429.0,,
273,2020-03-08T18:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,14.0,0.0,14.0,3.0,17.0,6.0,6.0,0.0,0.0,17.0,163.0,,
274,2020-03-08T18:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,2.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,4.0,123.0,,
275,2020-03-08T18:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,5.0,0.0,5.0,4.0,9.0,5.0,5.0,0.0,0.0,9.0,113.0,,
276,2020-03-08T18:00:00,ITA,15.0,Campania,40.83956555,14.25084984,30.0,7.0,37.0,63.0,100.0,39.0,40.0,1.0,0.0,101.0,980.0,,
277,2020-03-08T18:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,542.0,75.0,617.0,480.0,1097.0,160.0,170.0,27.0,56.0,1180.0,4344.0,,
278,2020-03-08T18:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,7.0,1.0,8.0,45.0,53.0,14.0,15.0,3.0,1.0,57.0,997.0,,
279,2020-03-08T18:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,47.0,8.0,55.0,26.0,81.0,9.0,11.0,3.0,3.0,87.0,1929.0,,
280,2020-03-08T18:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,39.0,11.0,50.0,17.0,67.0,25.0,27.0,5.0,6.0,78.0,401.0,,
281,2020-03-08T18:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,2217.0,399.0,2616.0,756.0,3372.0,630.0,769.0,550.0,267.0,4189.0,18534.0,,
282,2020-03-08T18:00:00,ITA,11.0,Marche,43.61675973,13.5188753,110.0,41.0,151.0,114.0,265.0,64.0,65.0,0.0,7.0,272.0,1025.0,,
283,2020-03-08T18:00:00,ITA,14.0,Molise,41.55774754,14.65916051,4.0,2.0,6.0,8.0,14.0,0.0,0.0,0.0,0.0,14.0,116.0,,
286,2020-03-08T18:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,245.0,45.0,290.0,65.0,355.0,153.0,153.0,0.0,5.0,360.0,1636.0,,
287,2020-03-08T18:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,17.0,3.0,20.0,16.0,36.0,13.0,14.0,1.0,3.0,40.0,627.0,,
288,2020-03-08T18:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,5.0,0.0,5.0,6.0,11.0,6.0,6.0,0.0,0.0,11.0,149.0,,
289,2020-03-08T18:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,18.0,0.0,18.0,33.0,51.0,18.0,18.0,2.0,0.0,53.0,791.0,,
290,2020-03-08T18:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,91.0,7.0,98.0,67.0,165.0,53.0,53.0,1.0,0.0,166.0,1618.0,,
291,2020-03-08T18:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,2.0,2.0,4.0,22.0,26.0,2.0,2.0,0.0,0.0,26.0,168.0,,
292,2020-03-08T18:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,1.0,0.0,1.0,8.0,9.0,1.0,1.0,0.0,0.0,9.0,41.0,,
293,2020-03-08T18:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,146.0,47.0,193.0,430.0,623.0,118.0,127.0,29.0,18.0,670.0,15918.0,,
294,2020-03-09T18:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,25.0,0.0,25.0,5.0,30.0,13.0,13.0,0.0,0.0,30.0,237.0,,
295,2020-03-09T18:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,2.0,0.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,5.0,135.0,,
296,2020-03-09T18:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,8.0,0.0,8.0,1.0,9.0,0.0,2.0,2.0,0.0,11.0,173.0,,
297,2020-03-09T18:00:00,ITA,15.0,Campania,40.83956555,14.25084984,42.0,8.0,50.0,69.0,119.0,19.0,19.0,1.0,0.0,120.0,980.0,,
298,2020-03-09T18:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,576.0,90.0,666.0,620.0,1286.0,189.0,206.0,30.0,70.0,1386.0,4906.0,,
299,2020-03-09T18:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,18.0,1.0,19.0,70.0,89.0,36.0,36.0,3.0,1.0,93.0,1344.0,,
300,2020-03-09T18:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,55.0,8.0,63.0,31.0,94.0,13.0,15.0,3.0,5.0,102.0,1929.0,,
301,2020-03-09T18:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,60.0,17.0,77.0,20.0,97.0,30.0,31.0,5.0,7.0,109.0,611.0,,
302,2020-03-09T18:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,2802.0,440.0,3242.0,1248.0,4490.0,1118.0,1280.0,646.0,333.0,5469.0,20135.0,,
303,2020-03-09T18:00:00,ITA,11.0,Marche,43.61675973,13.5188753,136.0,47.0,183.0,130.0,313.0,48.0,51.0,0.0,10.0,323.0,1250.0,,
304,2020-03-09T18:00:00,ITA,14.0,Molise,41.55774754,14.65916051,4.0,2.0,6.0,8.0,14.0,0.0,0.0,0.0,0.0,14.0,212.0,,
307,2020-03-09T18:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,222.0,50.0,272.0,65.0,337.0,-18.0,-10.0,0.0,13.0,350.0,1681.0,,
308,2020-03-09T18:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,20.0,6.0,26.0,20.0,46.0,10.0,10.0,1.0,3.0,50.0,685.0,,
309,2020-03-09T18:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,8.0,0.0,8.0,11.0,19.0,8.0,8.0,0.0,0.0,19.0,185.0,,
310,2020-03-09T18:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,19.0,0.0,19.0,33.0,52.0,1.0,1.0,2.0,0.0,54.0,836.0,,
311,2020-03-09T18:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,107.0,9.0,116.0,90.0,206.0,41.0,42.0,1.0,1.0,208.0,2018.0,,
312,2020-03-09T18:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,4.0,2.0,6.0,22.0,28.0,2.0,2.0,0.0,0.0,28.0,183.0,,
313,2020-03-09T18:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,4.0,0.0,4.0,11.0,15.0,6.0,6.0,0.0,0.0,15.0,67.0,,
314,2020-03-09T18:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,186.0,51.0,237.0,457.0,694.0,71.0,74.0,30.0,20.0,744.0,15956.0,,
315,2020-03-10T18:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,17.0,9.0,26.0,11.0,37.0,7.0,8.0,0.0,1.0,38.0,310.0,,
316,2020-03-10T18:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,2.0,0.0,2.0,5.0,7.0,2.0,2.0,0.0,0.0,7.0,148.0,,
317,2020-03-10T18:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,8.0,2.0,10.0,1.0,11.0,2.0,2.0,2.0,0.0,13.0,360.0,,
318,2020-03-10T18:00:00,ITA,15.0,Campania,40.83956555,14.25084984,33.0,8.0,41.0,85.0,126.0,7.0,7.0,1.0,0.0,127.0,1141.0,,
319,2020-03-10T18:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,669.0,98.0,767.0,650.0,1417.0,131.0,147.0,31.0,85.0,1533.0,5494.0,,
320,2020-03-10T18:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,27.0,6.0,33.0,77.0,110.0,21.0,23.0,3.0,3.0,116.0,1602.0,,
321,2020-03-10T18:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,50.0,15.0,65.0,34.0,99.0,5.0,14.0,11.0,6.0,116.0,3591.0,,
322,2020-03-10T18:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,57.0,29.0,86.0,42.0,128.0,31.0,32.0,5.0,8.0,141.0,694.0,,
323,2020-03-10T18:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,3319.0,466.0,3785.0,642.0,4427.0,-63.0,322.0,896.0,468.0,5791.0,21479.0,,pd-IT-0004
324,2020-03-10T18:00:00,ITA,11.0,Marche,43.61675973,13.5188753,152.0,54.0,206.0,175.0,381.0,68.0,71.0,0.0,13.0,394.0,1437.0,,
325,2020-03-10T18:00:00,ITA,14.0,Molise,41.55774754,14.65916051,3.0,3.0,6.0,9.0,15.0,1.0,1.0,0.0,0.0,15.0,225.0,,
328,2020-03-10T18:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,306.0,66.0,372.0,64.0,436.0,99.0,103.0,0.0,17.0,453.0,2374.0,,
329,2020-03-10T18:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,28.0,6.0,34.0,21.0,55.0,9.0,9.0,1.0,3.0,59.0,747.0,,
330,2020-03-10T18:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,9.0,0.0,9.0,11.0,20.0,1.0,1.0,0.0,0.0,20.0,204.0,,
331,2020-03-10T18:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,17.0,2.0,19.0,41.0,60.0,8.0,8.0,2.0,0.0,62.0,955.0,,
332,2020-03-10T18:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,91.0,40.0,131.0,129.0,260.0,54.0,56.0,3.0,1.0,264.0,2573.0,,
333,2020-03-10T18:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,8.0,2.0,10.0,27.0,37.0,9.0,9.0,0.0,0.0,37.0,260.0,,
334,2020-03-10T18:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,2.0,0.0,2.0,15.0,17.0,2.0,2.0,0.0,0.0,17.0,89.0,,
335,2020-03-10T18:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,204.0,67.0,271.0,512.0,783.0,89.0,112.0,47.0,26.0,856.0,16643.0,,
336,2020-03-11T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,17.0,9.0,26.0,11.0,37.0,0.0,0.0,0.0,1.0,38.0,310.0,,nd-IT-0001
337,2020-03-11T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,1.0,1.0,2.0,6.0,8.0,1.0,1.0,0.0,0.0,8.0,155.0,,
338,2020-03-11T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,10.0,2.0,12.0,5.0,17.0,6.0,6.0,2.0,0.0,19.0,405.0,,
339,2020-03-11T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,56.0,11.0,67.0,82.0,149.0,23.0,27.0,4.0,1.0,154.0,1375.0,,
340,2020-03-11T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,745.0,104.0,849.0,739.0,1588.0,171.0,206.0,38.0,113.0,1739.0,6640.0,,
341,2020-03-11T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,16.0,5.0,21.0,89.0,110.0,0.0,10.0,10.0,6.0,126.0,2073.0,,
342,2020-03-11T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,67.0,18.0,85.0,40.0,125.0,26.0,34.0,19.0,6.0,150.0,3591.0,,
343,2020-03-11T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,74.0,34.0,108.0,73.0,181.0,53.0,53.0,5.0,8.0,194.0,1025.0,,
344,2020-03-11T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,3852.0,560.0,4412.0,1351.0,5763.0,1336.0,1489.0,900.0,617.0,7280.0,25629.0,,
345,2020-03-11T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,212.0,66.0,278.0,183.0,461.0,80.0,85.0,0.0,18.0,479.0,1656.0,,
